START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1635282720000,1635282780000,UTC+0900,2021-10-27 06:12:00,2021-10-27 06:13:00.000,12,0,12,1.6062474,5752,9.24,0.47999996,mMjCEgXB8V,PHONE
1635283320000,1635283380000,UTC+0900,2021-10-27 06:22:00,2021-10-27 06:23:00.000,9,2,7,2.2777777,3973,9.05,0.73,mMjCEgXB8V,PHONE
1635283680000,1635283740000,UTC+0900,2021-10-27 06:28:00,2021-10-27 06:29:00.000,18,0,18,1.6123312,8763,14.13,0.7100001,mMjCEgXB8V,PHONE
1635284340000,1635284400000,UTC+0900,2021-10-27 06:39:00,2021-10-27 06:40:00.000,27,0,27,1.4067404,14750,20.750002,1.0799999,mMjCEgXB8V,PHONE
1635284820000,1635284880000,UTC+0900,2021-10-27 06:47:00,2021-10-27 06:48:00.000,15,0,15,2.1111112,5745,12.13,0.57,mMjCEgXB8V,PHONE
1635284880000,1635284940000,UTC+0900,2021-10-27 06:48:00,2021-10-27 06:49:00.000,15,0,15,1.94147,6119,11.88,0.59000003,mMjCEgXB8V,PHONE
1635284880000,1635284939999,UTC+0900,2021-10-27 06:48:00,2021-10-27 06:48:59.999,10,0,10,1.1111112,6236,6.93,0.41,hxf0nMS+gC,WEARABLE
1635284940000,1635284999999,UTC+0900,2021-10-27 06:49:00,2021-10-27 06:49:59.999,23,9,14,2.7720625,8150,22.595,1.77,hxf0nMS+gC,WEARABLE
1635284940000,1635285000000,UTC+0900,2021-10-27 06:49:00,2021-10-27 06:50:00.000,33,0,33,1.8888888,13960,26.37,1.31,mMjCEgXB8V,PHONE
1635285000000,1635285060000,UTC+0900,2021-10-27 06:50:00,2021-10-27 06:51:00.000,15,0,15,1.25,8944,11.18,0.6,mMjCEgXB8V,PHONE
1635285000000,1635285059999,UTC+0900,2021-10-27 06:50:00,2021-10-27 06:50:59.999,42,0,42,1.6074206,20698,33.271,1.78,hxf0nMS+gC,WEARABLE
1635285060000,1635285120000,UTC+0900,2021-10-27 06:51:00,2021-10-27 06:52:00.000,13,0,13,1.3611112,7273,9.9,0.52,mMjCEgXB8V,PHONE
1635285060000,1635285119999,UTC+0900,2021-10-27 06:51:00,2021-10-27 06:51:59.999,53,1,52,1.5008974,27209,40.838,2.25,hxf0nMS+gC,WEARABLE
1635285180000,1635285239999,UTC+0900,2021-10-27 06:53:00,2021-10-27 06:53:59.999,48,9,39,1.8669403,21217,39.611,2.3,hxf0nMS+gC,WEARABLE
1635285180000,1635285240000,UTC+0900,2021-10-27 06:53:00,2021-10-27 06:54:00.000,21,0,21,2.0964832,8490,17.8,0.78,mMjCEgXB8V,PHONE
1635285240000,1635285300000,UTC+0900,2021-10-27 06:54:00,2021-10-27 06:55:00.000,52,0,52,1.7777778,23445,41.68,2.07,mMjCEgXB8V,PHONE
1635285240000,1635285299999,UTC+0900,2021-10-27 06:54:00,2021-10-27 06:54:59.999,31,0,31,1.2936825,17724,22.93,1.31,hxf0nMS+gC,WEARABLE
1635285300000,1635285359999,UTC+0900,2021-10-27 06:55:00,2021-10-27 06:55:59.999,21,0,21,1.3809779,11542,15.94,0.76,hxf0nMS+gC,WEARABLE
