START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1634342220000,1634342280000,UTC+0900,2021-10-16 08:57:00,2021-10-16 08:58:00.000,8,0,8,1.5102775,4045,6.1099997,0.32999998,sRwJ6hSvcm,PHONE
1634346060000,1634346120000,UTC+0900,2021-10-16 10:01:00,2021-10-16 10:02:00.000,6,0,6,1.1111112,4004,4.45,0.25,sRwJ6hSvcm,PHONE
1634346240000,1634346300000,UTC+0900,2021-10-16 10:04:00,2021-10-16 10:05:00.000,23,0,23,1.3888888,12931,17.96,0.94,sRwJ6hSvcm,PHONE
1634346300000,1634346360000,UTC+0900,2021-10-16 10:05:00,2021-10-16 10:06:00.000,6,0,6,1.3611112,3394,4.62,0.25,sRwJ6hSvcm,PHONE
1634346420000,1634346480000,UTC+0900,2021-10-16 10:07:00,2021-10-16 10:08:00.000,6,0,6,1.0,4290,4.29,0.26,sRwJ6hSvcm,PHONE
1634348280000,1634348340000,UTC+0900,2021-10-16 10:38:00,2021-10-16 10:39:00.000,7,0,7,0.9166667,5421,4.9700003,0.29999998,sRwJ6hSvcm,PHONE
1634348340000,1634348400000,UTC+0900,2021-10-16 10:39:00,2021-10-16 10:40:00.000,13,0,13,0.99615973,9516,9.4800005,0.55,sRwJ6hSvcm,PHONE
1634348400000,1634348460000,UTC+0900,2021-10-16 10:40:00,2021-10-16 10:41:00.000,32,0,32,1.27693,19100,24.39,1.2900001,sRwJ6hSvcm,PHONE
1634348520000,1634348580000,UTC+0900,2021-10-16 10:42:00,2021-10-16 10:43:00.000,18,0,18,1.1388888,11502,13.1,0.77,sRwJ6hSvcm,PHONE
1634350620000,1634350680000,UTC+0900,2021-10-16 11:17:00,2021-10-16 11:18:00.000,14,0,14,1.2855755,8221,10.57,0.58,sRwJ6hSvcm,PHONE
1634351100000,1634351160000,UTC+0900,2021-10-16 11:25:00,2021-10-16 11:26:00.000,7,0,7,1.3611112,3901,5.31,0.29,sRwJ6hSvcm,PHONE
1634351280000,1634351340000,UTC+0900,2021-10-16 11:28:00,2021-10-16 11:29:00.000,13,0,13,1.1953264,8022,9.59,0.55,sRwJ6hSvcm,PHONE
1634351400000,1634351460000,UTC+0900,2021-10-16 11:30:00,2021-10-16 11:31:00.000,9,0,9,1.3333334,5062,6.75,0.38,sRwJ6hSvcm,PHONE
1634351460000,1634351520000,UTC+0900,2021-10-16 11:31:00,2021-10-16 11:32:00.000,8,0,8,1.3611112,4511,6.14,0.33,sRwJ6hSvcm,PHONE
1634353320000,1634353380000,UTC+0900,2021-10-16 12:02:00,2021-10-16 12:03:00.000,11,0,11,0.98371136,8051,7.92,0.45999998,sRwJ6hSvcm,PHONE
1634353500000,1634353560000,UTC+0900,2021-10-16 12:05:00,2021-10-16 12:06:00.000,15,0,15,0.9347464,11436,10.69,0.64,sRwJ6hSvcm,PHONE
1634353680000,1634353740000,UTC+0900,2021-10-16 12:08:00,2021-10-16 12:09:00.000,12,0,12,1.0497928,8258,8.67,0.49999997,sRwJ6hSvcm,PHONE
1634354160000,1634354220000,UTC+0900,2021-10-16 12:16:00,2021-10-16 12:17:00.000,35,0,35,0.9666137,25884,25.019997,1.4799999,sRwJ6hSvcm,PHONE
1634354220000,1634354280000,UTC+0900,2021-10-16 12:17:00,2021-10-16 12:18:00.000,2,0,2,1.0,1440,1.44,0.08,sRwJ6hSvcm,PHONE
1634355900000,1634355960000,UTC+0900,2021-10-16 12:45:00,2021-10-16 12:46:00.000,32,0,32,1.2222222,19881,24.3,1.32,sRwJ6hSvcm,PHONE
1634355960000,1634356020000,UTC+0900,2021-10-16 12:46:00,2021-10-16 12:47:00.000,28,0,28,1.1388888,18166,20.69,1.16,sRwJ6hSvcm,PHONE
1634356740000,1634356800000,UTC+0900,2021-10-16 12:59:00,2021-10-16 13:00:00.000,13,0,13,1.0445874,9027,9.429999,0.55,sRwJ6hSvcm,PHONE
1634357400000,1634357460000,UTC+0900,2021-10-16 13:10:00,2021-10-16 13:11:00.000,18,0,18,1.2805313,10698,13.700001,0.75,sRwJ6hSvcm,PHONE
1634358540000,1634358600000,UTC+0900,2021-10-16 13:29:00,2021-10-16 13:30:00.000,13,0,13,1.2756193,7721,9.85,0.54,sRwJ6hSvcm,PHONE
1634358960000,1634359020000,UTC+0900,2021-10-16 13:36:00,2021-10-16 13:37:00.000,22,0,22,1.5277778,11304,17.27,0.9,sRwJ6hSvcm,PHONE
1634359020000,1634359080000,UTC+0900,2021-10-16 13:37:00,2021-10-16 13:38:00.000,9,0,9,1.3979255,4885,6.83,0.37,sRwJ6hSvcm,PHONE
1634370120000,1634370180000,UTC+0900,2021-10-16 16:42:00,2021-10-16 16:43:00.000,24,0,24,1.3291727,13519,17.970001,0.9900001,sRwJ6hSvcm,PHONE
1634370180000,1634370240000,UTC+0900,2021-10-16 16:43:00,2021-10-16 16:44:00.000,8,0,8,1.4444444,4257,6.15,0.33,sRwJ6hSvcm,PHONE
1634370420000,1634370480000,UTC+0900,2021-10-16 16:47:00,2021-10-16 16:48:00.000,11,0,11,1.2222222,6643,8.12,0.46,sRwJ6hSvcm,PHONE
1634370480000,1634370540000,UTC+0900,2021-10-16 16:48:00,2021-10-16 16:49:00.000,69,0,69,1.2734475,40975,52.18,2.84,sRwJ6hSvcm,PHONE
1634370540000,1634370600000,UTC+0900,2021-10-16 16:49:00,2021-10-16 16:50:00.000,21,0,21,1.6111112,10210,16.45,0.86,sRwJ6hSvcm,PHONE
1634370600000,1634370660000,UTC+0900,2021-10-16 16:50:00,2021-10-16 16:51:00.000,25,0,25,1.1666666,15514,18.1,1.07,sRwJ6hSvcm,PHONE
1634370660000,1634370720000,UTC+0900,2021-10-16 16:51:00,2021-10-16 16:52:00.000,40,0,40,1.1666666,25482,29.73,1.62,sRwJ6hSvcm,PHONE
1634370720000,1634370780000,UTC+0900,2021-10-16 16:52:00,2021-10-16 16:53:00.000,107,0,107,1.337,60000,80.22,4.28,sRwJ6hSvcm,PHONE
1634370780000,1634370840000,UTC+0900,2021-10-16 16:53:00,2021-10-16 16:54:00.000,42,0,42,1.2222222,25674,31.38,1.7,sRwJ6hSvcm,PHONE
1634371260000,1634371320000,UTC+0900,2021-10-16 17:01:00,2021-10-16 17:02:00.000,34,0,34,1.25,20104,25.13,1.41,sRwJ6hSvcm,PHONE
1634371320000,1634371380000,UTC+0900,2021-10-16 17:02:00,2021-10-16 17:03:00.000,107,0,107,1.3469999,60000,80.82,4.29,sRwJ6hSvcm,PHONE
1634371380000,1634371440000,UTC+0900,2021-10-16 17:03:00,2021-10-16 17:04:00.000,110,0,110,1.3794999,60000,82.77,4.4,sRwJ6hSvcm,PHONE
1634371440000,1634371500000,UTC+0900,2021-10-16 17:04:00,2021-10-16 17:05:00.000,43,0,43,1.25,25896,32.37,1.72,sRwJ6hSvcm,PHONE
1634371500000,1634371560000,UTC+0900,2021-10-16 17:05:00,2021-10-16 17:06:00.000,17,0,17,1.0833334,11556,12.52,0.7,sRwJ6hSvcm,PHONE
1634371560000,1634371620000,UTC+0900,2021-10-16 17:06:00,2021-10-16 17:07:00.000,16,0,16,1.4444444,8473,12.24,0.65,sRwJ6hSvcm,PHONE
1634371680000,1634371740000,UTC+0900,2021-10-16 17:08:00,2021-10-16 17:09:00.000,6,0,6,1.7222222,2781,4.79,0.25,sRwJ6hSvcm,PHONE
1634371800000,1634371860000,UTC+0900,2021-10-16 17:10:00,2021-10-16 17:11:00.000,8,0,8,0.9722222,5945,5.78,0.34,sRwJ6hSvcm,PHONE
1634371920000,1634371980000,UTC+0900,2021-10-16 17:12:00,2021-10-16 17:13:00.000,8,0,8,1.0097934,5733,5.79,0.34,sRwJ6hSvcm,PHONE
1634371980000,1634372040000,UTC+0900,2021-10-16 17:13:00,2021-10-16 17:14:00.000,6,0,6,1.5833334,3025,4.79,0.25,sRwJ6hSvcm,PHONE
1634373600000,1634373660000,UTC+0900,2021-10-16 17:40:00,2021-10-16 17:41:00.000,100,0,100,1.2281666,60000,73.69,4.03,sRwJ6hSvcm,PHONE
1634373660000,1634373720000,UTC+0900,2021-10-16 17:41:00,2021-10-16 17:42:00.000,97,0,97,1.1853334,60000,71.12,3.89,sRwJ6hSvcm,PHONE
1634373720000,1634373780000,UTC+0900,2021-10-16 17:42:00,2021-10-16 17:43:00.000,100,0,100,1.2373333,60000,74.24,4.0,sRwJ6hSvcm,PHONE
1634373780000,1634373840000,UTC+0900,2021-10-16 17:43:00,2021-10-16 17:44:00.000,12,0,12,1.0555555,8308,8.77,0.48,sRwJ6hSvcm,PHONE
1634373840000,1634373900000,UTC+0900,2021-10-16 17:44:00,2021-10-16 17:45:00.000,9,0,9,1.0491486,6243,6.55,0.37999997,sRwJ6hSvcm,PHONE
1634374620000,1634374680000,UTC+0900,2021-10-16 17:57:00,2021-10-16 17:58:00.000,89,0,89,1.3333334,50917,67.89,3.6,sRwJ6hSvcm,PHONE
1634374680000,1634374740000,UTC+0900,2021-10-16 17:58:00,2021-10-16 17:59:00.000,78,0,78,1.2222222,47536,58.1,3.19,sRwJ6hSvcm,PHONE
1634374740000,1634374800000,UTC+0900,2021-10-16 17:59:00,2021-10-16 18:00:00.000,26,0,26,1.0555556,18132,19.14,1.07,sRwJ6hSvcm,PHONE
1634374800000,1634374859999,UTC+0900,2021-10-16 18:00:00,2021-10-16 18:00:59.999,28,0,28,0.64950377,32240,20.94,1.15,oLRU1+0EDZ,WEARABLE
1634374800000,1634374860000,UTC+0900,2021-10-16 18:00:00,2021-10-16 18:01:00.000,28,0,28,1.2222222,17132,20.94,1.15,sRwJ6hSvcm,PHONE
1634382240000,1634382300000,UTC+0900,2021-10-16 20:04:00,2021-10-16 20:05:00.000,23,0,23,1.1529845,14709,16.96,0.95000005,sRwJ6hSvcm,PHONE
1634382300000,1634382360000,UTC+0900,2021-10-16 20:05:00,2021-10-16 20:06:00.000,14,0,14,1.0869308,9485,10.309999,0.58,sRwJ6hSvcm,PHONE
1634383260000,1634383320000,UTC+0900,2021-10-16 20:21:00,2021-10-16 20:22:00.000,7,0,7,1.1111112,4644,5.16,0.3,sRwJ6hSvcm,PHONE
1634383320000,1634383380000,UTC+0900,2021-10-16 20:22:00,2021-10-16 20:23:00.000,7,0,7,1.4722222,3613,5.32,0.29,sRwJ6hSvcm,PHONE
1634390520000,1634390580000,UTC+0900,2021-10-16 22:22:00,2021-10-16 22:23:00.000,12,0,12,1.25,7072,8.84,0.5,sRwJ6hSvcm,PHONE
1634390880000,1634390940000,UTC+0900,2021-10-16 22:28:00,2021-10-16 22:29:00.000,6,0,6,1.4444444,3219,4.65,0.25,sRwJ6hSvcm,PHONE
1634391660000,1634391720000,UTC+0900,2021-10-16 22:41:00,2021-10-16 22:42:00.000,29,0,29,1.3966686,15737,21.980005,1.1899999,sRwJ6hSvcm,PHONE
1634391780000,1634391840000,UTC+0900,2021-10-16 22:43:00,2021-10-16 22:44:00.000,14,0,14,1.3333334,8010,10.68,0.57,sRwJ6hSvcm,PHONE
1634391840000,1634391900000,UTC+0900,2021-10-16 22:44:00,2021-10-16 22:45:00.000,19,0,19,1.0419796,13071,13.62,0.8,sRwJ6hSvcm,PHONE
1634391900000,1634391960000,UTC+0900,2021-10-16 22:45:00,2021-10-16 22:46:00.000,6,0,6,0.97222227,4381,4.26,0.26,sRwJ6hSvcm,PHONE
1634393580000,1634393640000,UTC+0900,2021-10-16 23:13:00,2021-10-16 23:14:00.000,12,0,12,1.25,7160,8.95,0.5,sRwJ6hSvcm,PHONE
1634393640000,1634393700000,UTC+0900,2021-10-16 23:14:00,2021-10-16 23:15:00.000,36,0,36,1.2450697,21958,27.34,1.5000001,sRwJ6hSvcm,PHONE
1634394840000,1634394900000,UTC+0900,2021-10-16 23:34:00,2021-10-16 23:35:00.000,33,0,33,1.0876626,22093,24.029999,1.36,sRwJ6hSvcm,PHONE
1634395080000,1634395140000,UTC+0900,2021-10-16 23:38:00,2021-10-16 23:39:00.000,6,0,6,0.9166667,4647,4.26,0.26,sRwJ6hSvcm,PHONE
1634395140000,1634395200000,UTC+0900,2021-10-16 23:39:00,2021-10-16 23:40:00.000,15,0,15,1.015637,10673,10.84,0.64,sRwJ6hSvcm,PHONE
1634399520000,1634399580000,UTC+0900,2021-10-17 00:52:00,2021-10-17 00:53:00.000,6,0,6,1.3333334,3412,4.55,0.25,sRwJ6hSvcm,PHONE
1634403960000,1634404020000,UTC+0900,2021-10-17 02:06:00,2021-10-17 02:07:00.000,19,0,19,1.208707,12120,14.65,0.78000015,sRwJ6hSvcm,PHONE
1634404140000,1634404200000,UTC+0900,2021-10-17 02:09:00,2021-10-17 02:10:00.000,6,0,6,1.25,3632,4.54,0.25,sRwJ6hSvcm,PHONE
1634404560000,1634404620000,UTC+0900,2021-10-17 02:16:00,2021-10-17 02:17:00.000,7,0,7,1.3687938,3930,5.38,0.29,sRwJ6hSvcm,PHONE
1634432280000,1634432340000,UTC+0900,2021-10-17 09:58:00,2021-10-17 09:59:00.000,17,0,17,1.1944444,10540,12.59,0.72,sRwJ6hSvcm,PHONE
1634434440000,1634434500000,UTC+0900,2021-10-17 10:34:00,2021-10-17 10:35:00.000,7,0,7,1.1111112,4617,5.13,0.29999998,sRwJ6hSvcm,PHONE
1634434680000,1634434740000,UTC+0900,2021-10-17 10:38:00,2021-10-17 10:39:00.000,19,0,19,1.231535,11343,13.97,0.78000015,sRwJ6hSvcm,PHONE
1634436540000,1634436600000,UTC+0900,2021-10-17 11:09:00,2021-10-17 11:10:00.000,14,0,14,1.25,8551,10.69,0.54,sRwJ6hSvcm,PHONE
1634436720000,1634436780000,UTC+0900,2021-10-17 11:12:00,2021-10-17 11:13:00.000,10,0,10,0.9722222,7385,7.18,0.42,sRwJ6hSvcm,PHONE
1634436900000,1634436960000,UTC+0900,2021-10-17 11:15:00,2021-10-17 11:16:00.000,9,0,9,1.0833334,6138,6.65,0.38,sRwJ6hSvcm,PHONE
1634436960000,1634437020000,UTC+0900,2021-10-17 11:16:00,2021-10-17 11:17:00.000,21,0,21,1.4456888,11281,16.310001,0.86,sRwJ6hSvcm,PHONE
1634437020000,1634437080000,UTC+0900,2021-10-17 11:17:00,2021-10-17 11:18:00.000,9,0,9,1.2464184,5311,6.62,0.37999997,sRwJ6hSvcm,PHONE
1634437440000,1634437500000,UTC+0900,2021-10-17 11:24:00,2021-10-17 11:25:00.000,6,0,6,1.4722222,3178,4.68,0.25,sRwJ6hSvcm,PHONE
1634437500000,1634437560000,UTC+0900,2021-10-17 11:25:00,2021-10-17 11:26:00.000,47,0,47,1.0524002,32421,34.119995,1.9599993,sRwJ6hSvcm,PHONE
1634437560000,1634437620000,UTC+0900,2021-10-17 11:26:00,2021-10-17 11:27:00.000,16,0,16,1.0579562,11125,11.769999,0.66,sRwJ6hSvcm,PHONE
1634437740000,1634437800000,UTC+0900,2021-10-17 11:29:00,2021-10-17 11:30:00.000,7,0,7,1.7222222,3257,5.61,0.29,sRwJ6hSvcm,PHONE
1634438940000,1634439000000,UTC+0900,2021-10-17 11:49:00,2021-10-17 11:50:00.000,10,0,10,1.0277778,6966,7.16,0.43,sRwJ6hSvcm,PHONE
1634440980000,1634441040000,UTC+0900,2021-10-17 12:23:00,2021-10-17 12:24:00.000,11,0,11,1.0277778,7735,7.95,0.46,sRwJ6hSvcm,PHONE
1634448540000,1634448600000,UTC+0900,2021-10-17 14:29:00,2021-10-17 14:30:00.000,8,0,8,1.6580377,3859,6.3999996,0.32999998,sRwJ6hSvcm,PHONE
1634508300000,1634508359999,UTC+0900,2021-10-18 07:05:00,2021-10-18 07:05:59.999,17,3,14,2.4166667,6235,15.07,0.82,oLRU1+0EDZ,WEARABLE
1634508420000,1634508480000,UTC+0900,2021-10-18 07:07:00,2021-10-18 07:08:00.000,22,0,22,1.1111112,14805,16.45,0.91,sRwJ6hSvcm,PHONE
1634508420000,1634508479999,UTC+0900,2021-10-18 07:07:00,2021-10-18 07:07:59.999,25,0,25,1.8611112,11111,20.68,0.94,oLRU1+0EDZ,WEARABLE
1634508540000,1634508600000,UTC+0900,2021-10-18 07:09:00,2021-10-18 07:10:00.000,28,6,22,1.9617512,12968,25.44,1.79,sRwJ6hSvcm,PHONE
1634508540000,1634508599999,UTC+0900,2021-10-18 07:09:00,2021-10-18 07:09:59.999,18,0,18,1.2222222,10816,13.22,0.84,oLRU1+0EDZ,WEARABLE
1634508600000,1634508660000,UTC+0900,2021-10-18 07:10:00,2021-10-18 07:11:00.000,116,0,116,1.4710001,60000,88.26,4.65,sRwJ6hSvcm,PHONE
