START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1649199000000,1649199059999,UTC+0900,2022-04-06 07:50:00,2022-04-06 07:50:59.999,28,0,28,1.0555556,18956,20.01,1.14,6dVQl7FzDF,WEARABLE
1649199060000,1649199119999,UTC+0900,2022-04-06 07:51:00,2022-04-06 07:51:59.999,29,0,29,1.0874128,18879,20.53,1.289,6dVQl7FzDF,WEARABLE
1649199120000,1649199179999,UTC+0900,2022-04-06 07:52:00,2022-04-06 07:52:59.999,19,0,19,1.2340153,11237,13.867,0.831,6dVQl7FzDF,WEARABLE
1649199180000,1649199239999,UTC+0900,2022-04-06 07:53:00,2022-04-06 07:53:59.999,23,0,23,1.2809632,13271,17.0,0.9,6dVQl7FzDF,WEARABLE
1649199240000,1649199300000,UTC+0900,2022-04-06 07:54:00,2022-04-06 07:55:00.000,70,0,70,1.4722222,36563,53.83,2.81,6oIJEj7gve,PHONE
1649199240000,1649199299999,UTC+0900,2022-04-06 07:54:00,2022-04-06 07:54:59.999,71,0,71,1.5,28066,42.1,2.86,6dVQl7FzDF,WEARABLE
1649199300000,1649199359999,UTC+0900,2022-04-06 07:55:00,2022-04-06 07:55:59.999,58,0,58,1.2606424,34117,43.01,2.311,6dVQl7FzDF,WEARABLE
1649199300000,1649199360000,UTC+0900,2022-04-06 07:55:00,2022-04-06 07:56:00.000,43,0,43,1.25,25568,31.96,1.74,6oIJEj7gve,PHONE
1649200380000,1649200440000,UTC+0900,2022-04-06 08:13:00,2022-04-06 08:14:00.000,81,0,81,1.3055556,46723,61.0,3.25,6oIJEj7gve,PHONE
1649200380000,1649200439999,UTC+0900,2022-04-06 08:13:00,2022-04-06 08:13:59.999,90,0,90,1.4166666,48769,69.09,3.49,6dVQl7FzDF,WEARABLE
1649200440000,1649200500000,UTC+0900,2022-04-06 08:14:00,2022-04-06 08:15:00.000,77,0,77,1.3611112,43133,58.71,3.08,6oIJEj7gve,PHONE
1649200440000,1649200499999,UTC+0900,2022-04-06 08:14:00,2022-04-06 08:14:59.999,76,0,76,1.4444444,40126,57.96,3.05,6dVQl7FzDF,WEARABLE
1649200500000,1649200559999,UTC+0900,2022-04-06 08:15:00,2022-04-06 08:15:59.999,16,0,16,1.0277778,10955,11.26,0.73,6dVQl7FzDF,WEARABLE
1649200500000,1649200560000,UTC+0900,2022-04-06 08:15:00,2022-04-06 08:16:00.000,8,0,8,1.1388888,5154,5.87,0.33,6oIJEj7gve,PHONE
1649200560000,1649200619999,UTC+0900,2022-04-06 08:16:00,2022-04-06 08:16:59.999,15,0,15,1.2222222,9000,11.0,0.61,6dVQl7FzDF,WEARABLE
1649200560000,1649200620000,UTC+0900,2022-04-06 08:16:00,2022-04-06 08:17:00.000,9,0,9,1.2222222,5465,6.68,0.37,6oIJEj7gve,PHONE
1649200800000,1649200859999,UTC+0900,2022-04-06 08:20:00,2022-04-06 08:20:59.999,28,0,28,0.3415729,60000,20.683,1.14,6dVQl7FzDF,WEARABLE
1649200800000,1649200860000,UTC+0900,2022-04-06 08:20:00,2022-04-06 08:21:00.000,23,0,23,1.2505422,13682,17.11,0.92999995,6oIJEj7gve,PHONE
1649200860000,1649200920000,UTC+0900,2022-04-06 08:21:00,2022-04-06 08:22:00.000,51,0,51,1.4345776,27046,38.800003,2.0399995,6oIJEj7gve,PHONE
