START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1649109900000,1649109960000,UTC+0900,2022-04-05 07:05:00,2022-04-05 07:06:00,11,0,11,1.2777778,5548,7.0898438,0.25,sHU4awx3Zk,WEARABLE
1649111280000,1649111340000,UTC+0900,2022-04-05 07:28:00,2022-04-05 07:29:00,20,0,20,1.6666666,8982,14.97,0.46,sHU4awx3Zk,WEARABLE
1649111460000,1649111520000,UTC+0900,2022-04-05 07:31:00,2022-04-05 07:32:00,22,0,22,0.75,16173,12.13,0.56,sHU4awx3Zk,WEARABLE
1649112000000,1649112060000,UTC+0900,2022-04-05 07:40:00,2022-04-05 07:41:00,26,0,26,1.1790968,15164,17.88,0.64,xtRDzK95RC,PHONE
1649112120000,1649112180000,UTC+0900,2022-04-05 07:42:00,2022-04-05 07:43:00,14,0,14,1.4444444,7068,10.21,0.37,sHU4awx3Zk,WEARABLE
1649112120000,1649112180000,UTC+0900,2022-04-05 07:42:00,2022-04-05 07:43:00,22,0,22,1.3611112,11358,15.46,0.51,xtRDzK95RC,PHONE
1649112180000,1649112240000,UTC+0900,2022-04-05 07:43:00,2022-04-05 07:44:00,120,0,120,1.4245001,60000,85.47,2.4,xtRDzK95RC,PHONE
1649112180000,1649112240000,UTC+0900,2022-04-05 07:43:00,2022-04-05 07:44:00,118,0,118,1.4722222,58455,86.06,2.85,sHU4awx3Zk,WEARABLE
1649112240000,1649112300000,UTC+0900,2022-04-05 07:44:00,2022-04-05 07:45:00,126,0,126,1.5118332,60000,90.71,2.52,xtRDzK95RC,PHONE
1649112240000,1649112300000,UTC+0900,2022-04-05 07:44:00,2022-04-05 07:45:00,125,0,125,1.5289999,60000,91.74,3.12,sHU4awx3Zk,WEARABLE
1649112300000,1649112360000,UTC+0900,2022-04-05 07:45:00,2022-04-05 07:46:00,69,0,69,1.4444443,34200,49.4,1.38,xtRDzK95RC,PHONE
1649112300000,1649112360000,UTC+0900,2022-04-05 07:45:00,2022-04-05 07:46:00,68,0,68,1.5,33173,49.76,1.71,sHU4awx3Zk,WEARABLE
1649112360000,1649112420000,UTC+0900,2022-04-05 07:46:00,2022-04-05 07:47:00,70,0,70,1.3611112,36815,50.11,1.66,sHU4awx3Zk,WEARABLE
1649112360000,1649112420000,UTC+0900,2022-04-05 07:46:00,2022-04-05 07:47:00,65,0,65,1.2777778,35483,45.34,1.38,xtRDzK95RC,PHONE
1649112420000,1649112480000,UTC+0900,2022-04-05 07:47:00,2022-04-05 07:48:00,34,0,34,1.3153306,18124,23.839989,0.7099999,xtRDzK95RC,PHONE
1649112420000,1649112480000,UTC+0900,2022-04-05 07:47:00,2022-04-05 07:48:00,36,0,36,1.4166666,18423,26.1,0.77,sHU4awx3Zk,WEARABLE
1649112480000,1649112540000,UTC+0900,2022-04-05 07:48:00,2022-04-05 07:49:00,86,0,86,1.3888888,44121,61.28,2.0,sHU4awx3Zk,WEARABLE
1649112480000,1649112540000,UTC+0900,2022-04-05 07:48:00,2022-04-05 07:49:00,94,0,94,1.4154445,47426,67.13,1.89,xtRDzK95RC,PHONE
1649112840000,1649112900000,UTC+0900,2022-04-05 07:54:00,2022-04-05 07:55:00,32,0,32,1.3333335,16604,22.14,0.71,xtRDzK95RC,PHONE
1649112840000,1649112900000,UTC+0900,2022-04-05 07:54:00,2022-04-05 07:55:00,38,0,38,1.6388888,17212,28.21,0.89,sHU4awx3Zk,WEARABLE
1649112900000,1649112960000,UTC+0900,2022-04-05 07:55:00,2022-04-05 07:56:00,28,0,28,1.4444444,14033,20.27,0.65,sHU4awx3Zk,WEARABLE
1649112900000,1649112960000,UTC+0900,2022-04-05 07:55:00,2022-04-05 07:56:00,32,0,32,1.5277778,15237,23.28,0.67,xtRDzK95RC,PHONE
1649113380000,1649113440000,UTC+0900,2022-04-05 08:03:00,2022-04-05 08:04:00,63,0,63,1.4166666,31496,44.62,1.36,xtRDzK95RC,PHONE
