START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1652770980000,1652771040000,UTC+0900,2022-05-17 16:03:00,2022-05-17 16:04:00,25,0,25,1.3055556,13741,17.94,0.76,IcWd8RRQSq,PHONE
1652770980000,1652771040000,UTC+0900,2022-05-17 16:03:00,2022-05-17 16:04:00,25,0,25,1.3055556,13419,17.52,0.73,dPQsYrstd5,WEARABLE
1652771040000,1652771100000,UTC+0900,2022-05-17 16:04:00,2022-05-17 16:05:00,12,0,12,1.3888888,6343,8.81,0.36,IcWd8RRQSq,PHONE
1652771100000,1652771160000,UTC+0900,2022-05-17 16:05:00,2022-05-17 16:06:00,30,0,30,1.3888888,15710,21.82,0.9,IcWd8RRQSq,PHONE
1652771100000,1652771160000,UTC+0900,2022-05-17 16:05:00,2022-05-17 16:06:00,35,0,35,1.4722223,17490,25.75,0.93,dPQsYrstd5,WEARABLE
1652771160000,1652771220000,UTC+0900,2022-05-17 16:06:00,2022-05-17 16:07:00,35,0,35,1.3333334,18974,25.3,1.06,IcWd8RRQSq,PHONE
1652771160000,1652771220000,UTC+0900,2022-05-17 16:06:00,2022-05-17 16:07:00,37,0,37,1.3333334,19747,26.33,1.11,dPQsYrstd5,WEARABLE
1652771280000,1652771340000,UTC+0900,2022-05-17 16:08:00,2022-05-17 16:09:00,18,0,18,1.3824285,9410,13.009998,0.48000002,IcWd8RRQSq,PHONE
1652771880000,1652771940000,UTC+0900,2022-05-17 16:18:00,2022-05-17 16:19:00,24,0,24,1.4444444,11990,17.32,0.72,dPQsYrstd5,WEARABLE
1652771880000,1652771940000,UTC+0900,2022-05-17 16:18:00,2022-05-17 16:19:00,45,0,45,1.2739514,25511,32.5,1.29,IcWd8RRQSq,PHONE
1652772120000,1652772180000,UTC+0900,2022-05-17 16:22:00,2022-05-17 16:23:00,46,0,46,1.3611112,24193,32.93,1.4,IcWd8RRQSq,PHONE
1652772120000,1652772180000,UTC+0900,2022-05-17 16:22:00,2022-05-17 16:23:00,50,0,50,1.3333334,26362,35.15,1.54,dPQsYrstd5,WEARABLE
