START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1626102360000,1626102420000,UTC+0900,2021-07-13 00:06:00,2021-07-13 00:07:00.000,7,0,7,1.1466273,4447,5.1000004,0.26,Mwcy1dJ9hq,PHONE
1626102420000,1626102480000,UTC+0900,2021-07-13 00:07:00,2021-07-13 00:08:00.000,6,0,6,1.0833334,3923,4.25,0.22,Mwcy1dJ9hq,PHONE
1626130500000,1626130560000,UTC+0900,2021-07-13 07:55:00,2021-07-13 07:56:00.000,8,0,8,0.9722222,5883,5.72,0.3,Mwcy1dJ9hq,PHONE
1626135060000,1626135119999,UTC+0900,2021-07-13 09:11:00,2021-07-13 09:11:59.999,7,0,7,1.6070145,3344,5.375,0.26,fybl9ebQrz,WEARABLE
1626135600000,1626135659999,UTC+0900,2021-07-13 09:20:00,2021-07-13 09:20:59.999,49,0,49,1.6388888,23888,39.15,1.8,fybl9ebQrz,WEARABLE
1626135660000,1626135720000,UTC+0900,2021-07-13 09:21:00,2021-07-13 09:22:00.000,59,0,59,1.1920111,36870,43.949978,2.2199993,Mwcy1dJ9hq,PHONE
1626135720000,1626135779999,UTC+0900,2021-07-13 09:22:00,2021-07-13 09:22:59.999,96,0,96,1.6111112,35472,57.15,3.32,fybl9ebQrz,WEARABLE
1626135720000,1626135780000,UTC+0900,2021-07-13 09:22:00,2021-07-13 09:23:00.000,52,0,52,1.240832,31124,38.620007,1.9999995,Mwcy1dJ9hq,PHONE
1626135780000,1626135840000,UTC+0900,2021-07-13 09:23:00,2021-07-13 09:24:00.000,108,0,108,1.4019539,58789,82.419975,4.0299973,Mwcy1dJ9hq,PHONE
1626135780000,1626135839999,UTC+0900,2021-07-13 09:23:00,2021-07-13 09:23:59.999,108,4,104,1.5160708,49740,75.41,3.99,fybl9ebQrz,WEARABLE
1626135840000,1626135899999,UTC+0900,2021-07-13 09:24:00,2021-07-13 09:24:59.999,110,0,110,1.5,56919,85.38,4.04,fybl9ebQrz,WEARABLE
