START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1634507400000,1634507459999,UTC+0900,2021-10-18 06:50:00,2021-10-18 06:50:59.999,10,0,10,1.1944444,6128,7.32,0.3,y2POZE3YgO,WEARABLE
1634514360000,1634514420000,UTC+0900,2021-10-18 08:46:00,2021-10-18 08:47:00.000,14,0,14,1.5040228,7140,10.74,0.47,cTdqnSoqPi,PHONE
1634515860000,1634515919999,UTC+0900,2021-10-18 09:11:00,2021-10-18 09:11:59.999,33,0,33,1.6173217,16391,26.51,1.06,y2POZE3YgO,WEARABLE
1634515920000,1634515979999,UTC+0900,2021-10-18 09:12:00,2021-10-18 09:12:59.999,10,0,10,1.4444444,5316,7.68,0.38,y2POZE3YgO,WEARABLE
1634517540000,1634517599999,UTC+0900,2021-10-18 09:39:00,2021-10-18 09:39:59.999,22,0,22,1.1944444,13512,16.14,0.8,y2POZE3YgO,WEARABLE
1634517600000,1634517659999,UTC+0900,2021-10-18 09:40:00,2021-10-18 09:40:59.999,13,0,13,2.0,5530,11.06,0.64,y2POZE3YgO,WEARABLE
1634519820000,1634519879999,UTC+0900,2021-10-18 10:17:00,2021-10-18 10:17:59.999,26,2,24,1.6677439,12639,21.08,1.08,y2POZE3YgO,WEARABLE
1634519880000,1634519939999,UTC+0900,2021-10-18 10:18:00,2021-10-18 10:18:59.999,25,7,18,2.0555556,10989,22.59,1.44,y2POZE3YgO,WEARABLE
1634519940000,1634519999999,UTC+0900,2021-10-18 10:19:00,2021-10-18 10:19:59.999,18,0,18,1.5,9459,14.19,0.56,y2POZE3YgO,WEARABLE
1634521140000,1634521199999,UTC+0900,2021-10-18 10:39:00,2021-10-18 10:39:59.999,27,0,27,1.4463756,14595,21.11,0.93,y2POZE3YgO,WEARABLE
1634521140000,1634521200000,UTC+0900,2021-10-18 10:39:00,2021-10-18 10:40:00.000,16,0,16,1.300899,9332,12.14,0.53,cTdqnSoqPi,PHONE
1634528820000,1634528880000,UTC+0900,2021-10-18 12:47:00,2021-10-18 12:48:00.000,12,0,12,1.2777778,7043,9.0,0.4,cTdqnSoqPi,PHONE
1634528880000,1634528940000,UTC+0900,2021-10-18 12:48:00,2021-10-18 12:49:00.000,15,0,15,1.4473199,8111,11.74,0.48,cTdqnSoqPi,PHONE
1634529300000,1634529359999,UTC+0900,2021-10-18 12:55:00,2021-10-18 12:55:59.999,22,0,22,1.5,11633,17.45,0.69,y2POZE3YgO,WEARABLE
1634529300000,1634529360000,UTC+0900,2021-10-18 12:55:00,2021-10-18 12:56:00.000,33,0,33,1.3140359,19215,25.25001,1.0499997,cTdqnSoqPi,PHONE
1634530140000,1634530199999,UTC+0900,2021-10-18 13:09:00,2021-10-18 13:09:59.999,24,0,24,1.4722222,13021,19.17,0.74,y2POZE3YgO,WEARABLE
1634530140000,1634530200000,UTC+0900,2021-10-18 13:09:00,2021-10-18 13:10:00.000,16,0,16,1.1388888,10343,11.78,0.56,cTdqnSoqPi,PHONE
1634530200000,1634530259999,UTC+0900,2021-10-18 13:10:00,2021-10-18 13:10:59.999,22,0,22,1.25,13247,16.56,0.69,y2POZE3YgO,WEARABLE
1634530200000,1634530260000,UTC+0900,2021-10-18 13:10:00,2021-10-18 13:11:00.000,22,0,22,1.1944444,13864,16.56,0.69,cTdqnSoqPi,PHONE
1634530320000,1634530380000,UTC+0900,2021-10-18 13:12:00,2021-10-18 13:13:00.000,19,0,19,1.3055556,11091,14.48,0.61,cTdqnSoqPi,PHONE
1634530380000,1634530440000,UTC+0900,2021-10-18 13:13:00,2021-10-18 13:14:00.000,12,0,12,1.3055556,7215,9.42,0.39,cTdqnSoqPi,PHONE
1634530440000,1634530500000,UTC+0900,2021-10-18 13:14:00,2021-10-18 13:15:00.000,7,0,7,1.2099307,4231,5.12,0.24,cTdqnSoqPi,PHONE
1634530440000,1634530499999,UTC+0900,2021-10-18 13:14:00,2021-10-18 13:14:59.999,10,0,10,1.9166666,4257,8.16,0.36,y2POZE3YgO,WEARABLE
1634530500000,1634530559999,UTC+0900,2021-10-18 13:15:00,2021-10-18 13:15:59.999,23,3,20,2.2286255,9499,21.17,1.03,y2POZE3YgO,WEARABLE
1634530500000,1634530560000,UTC+0900,2021-10-18 13:15:00,2021-10-18 13:16:00.000,17,3,14,1.5880449,9647,15.32,0.87,cTdqnSoqPi,PHONE
1634542680000,1634542740000,UTC+0900,2021-10-18 16:38:00,2021-10-18 16:39:00.000,37,0,37,1.0089053,26692,26.93,1.3699999,cTdqnSoqPi,PHONE
