START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1635176520000,1635176580000,UTC+0900,2021-10-26 00:42:00,2021-10-26 00:43:00.000,21,0,21,1.1048287,13712,15.15,0.84000003,D/c1KsOvpx,PHONE
1635209460000,1635209519999,UTC+0900,2021-10-26 09:51:00,2021-10-26 09:51:59.999,11,0,10,1.6944444,5311,9.0,0.46,UmWC6N5uHD,WEARABLE
1635209520000,1635209580000,UTC+0900,2021-10-26 09:52:00,2021-10-26 09:53:00.000,45,0,45,1.1879578,28149,33.44,1.78,D/c1KsOvpx,PHONE
1635209520000,1635209579999,UTC+0900,2021-10-26 09:52:00,2021-10-26 09:52:59.999,32,0,32,1.5555556,16065,24.99,1.16,UmWC6N5uHD,WEARABLE
1635209580000,1635209639999,UTC+0900,2021-10-26 09:53:00,2021-10-26 09:53:59.999,52,0,52,1.6666666,24594,40.99,2.05,UmWC6N5uHD,WEARABLE
1635209580000,1635209640000,UTC+0900,2021-10-26 09:53:00,2021-10-26 09:54:00.000,43,0,43,1.6040864,20977,33.650013,1.6999996,D/c1KsOvpx,PHONE
1635209640000,1635209699999,UTC+0900,2021-10-26 09:54:00,2021-10-26 09:54:59.999,124,5,119,1.8010701,52935,95.341,5.32,UmWC6N5uHD,WEARABLE
1635209640000,1635209700000,UTC+0900,2021-10-26 09:54:00,2021-10-26 09:55:00.000,115,0,115,1.6937397,53691,90.93999,4.5799994,D/c1KsOvpx,PHONE
1635209700000,1635209760000,UTC+0900,2021-10-26 09:55:00,2021-10-26 09:56:00.000,130,0,130,1.7126667,60000,102.76,5.2,D/c1KsOvpx,PHONE
1635209700000,1635209759999,UTC+0900,2021-10-26 09:55:00,2021-10-26 09:55:59.999,124,0,124,1.6666666,40416,67.36,4.95,UmWC6N5uHD,WEARABLE
1635209760000,1635209820000,UTC+0900,2021-10-26 09:56:00,2021-10-26 09:57:00.000,128,0,128,1.6776667,60000,100.659996,5.12,D/c1KsOvpx,PHONE
1635209760000,1635209819999,UTC+0900,2021-10-26 09:56:00,2021-10-26 09:56:59.999,122,0,122,1.6388888,51181,83.88,5.14,UmWC6N5uHD,WEARABLE
1635209820000,1635209879999,UTC+0900,2021-10-26 09:57:00,2021-10-26 09:57:59.999,128,2,126,1.7777778,57673,102.53,5.17,UmWC6N5uHD,WEARABLE
1635209820000,1635209880000,UTC+0900,2021-10-26 09:57:00,2021-10-26 09:58:00.000,125,0,125,1.6717427,59105,98.81,4.9900002,D/c1KsOvpx,PHONE
1635209880000,1635209939999,UTC+0900,2021-10-26 09:58:00,2021-10-26 09:58:59.999,132,0,132,1.7777778,59399,105.6,5.28,UmWC6N5uHD,WEARABLE
1635209880000,1635209940000,UTC+0900,2021-10-26 09:58:00,2021-10-26 09:59:00.000,129,0,129,1.7225689,59492,102.48,5.16,D/c1KsOvpx,PHONE
1635209940000,1635210000000,UTC+0900,2021-10-26 09:59:00,2021-10-26 10:00:00.000,127,0,127,1.7163577,58734,100.81,5.0799985,D/c1KsOvpx,PHONE
1635209940000,1635209999999,UTC+0900,2021-10-26 09:59:00,2021-10-26 09:59:59.999,125,0,125,1.75,49680,86.94,4.56,UmWC6N5uHD,WEARABLE
1635210000000,1635210060000,UTC+0900,2021-10-26 10:00:00,2021-10-26 10:01:00.000,100,0,100,1.680074,47116,79.159996,3.9999993,D/c1KsOvpx,PHONE
1635210000000,1635210059999,UTC+0900,2021-10-26 10:00:00,2021-10-26 10:00:59.999,108,9,99,1.8888888,42273,79.85,4.3,UmWC6N5uHD,WEARABLE
1635210060000,1635210120000,UTC+0900,2021-10-26 10:01:00,2021-10-26 10:02:00.000,8,0,8,0.8888889,6277,5.5799994,0.32999998,D/c1KsOvpx,PHONE
1635210180000,1635210240000,UTC+0900,2021-10-26 10:03:00,2021-10-26 10:04:00.000,28,0,28,1.5555556,13995,21.77,1.11,D/c1KsOvpx,PHONE
1635210180000,1635210239999,UTC+0900,2021-10-26 10:03:00,2021-10-26 10:03:59.999,37,0,37,1.8333334,15960,29.26,1.38,UmWC6N5uHD,WEARABLE
1635210240000,1635210299999,UTC+0900,2021-10-26 10:04:00,2021-10-26 10:04:59.999,13,0,13,1.1666666,7911,9.23,0.52,UmWC6N5uHD,WEARABLE
1635211440000,1635211499999,UTC+0900,2021-10-26 10:24:00,2021-10-26 10:24:59.999,18,0,18,1.5277778,9124,13.94,0.66,UmWC6N5uHD,WEARABLE
1635211860000,1635211920000,UTC+0900,2021-10-26 10:31:00,2021-10-26 10:32:00.000,24,0,24,1.8776848,10363,19.46,0.88,D/c1KsOvpx,PHONE
1635211860000,1635211919999,UTC+0900,2021-10-26 10:31:00,2021-10-26 10:31:59.999,18,8,10,2.5555556,6464,16.52,1.12,UmWC6N5uHD,WEARABLE
1635211920000,1635211980000,UTC+0900,2021-10-26 10:32:00,2021-10-26 10:33:00.000,32,0,32,1.5,16333,24.5,1.26,D/c1KsOvpx,PHONE
1635211980000,1635212040000,UTC+0900,2021-10-26 10:33:00,2021-10-26 10:34:00.000,73,0,73,1.5833334,36075,57.12,2.92,D/c1KsOvpx,PHONE
1635211980000,1635212039999,UTC+0900,2021-10-26 10:33:00,2021-10-26 10:33:59.999,25,0,25,1.5833334,12258,19.41,1.02,UmWC6N5uHD,WEARABLE
1635212100000,1635212160000,UTC+0900,2021-10-26 10:35:00,2021-10-26 10:36:00.000,9,0,9,1.2777778,5227,6.68,0.35,D/c1KsOvpx,PHONE
1635212160000,1635212220000,UTC+0900,2021-10-26 10:36:00,2021-10-26 10:37:00.000,11,0,11,1.3611112,6193,8.43,0.43,D/c1KsOvpx,PHONE
1635212220000,1635212280000,UTC+0900,2021-10-26 10:37:00,2021-10-26 10:38:00.000,82,0,82,1.3333334,45997,61.33,3.29,D/c1KsOvpx,PHONE
1635212280000,1635212340000,UTC+0900,2021-10-26 10:38:00,2021-10-26 10:39:00.000,28,0,28,1.3333334,15794,21.06,1.11,D/c1KsOvpx,PHONE
1635212280000,1635212339999,UTC+0900,2021-10-26 10:38:00,2021-10-26 10:38:59.999,10,0,10,1.1666666,6205,7.24,0.4,UmWC6N5uHD,WEARABLE
1635212340000,1635212400000,UTC+0900,2021-10-26 10:39:00,2021-10-26 10:40:00.000,15,0,15,1.3055556,8586,11.21,0.59,D/c1KsOvpx,PHONE
1635217320000,1635217379999,UTC+0900,2021-10-26 12:02:00,2021-10-26 12:02:59.999,87,0,87,1.9444444,23955,46.58,3.36,UmWC6N5uHD,WEARABLE
1635217320000,1635217380000,UTC+0900,2021-10-26 12:02:00,2021-10-26 12:03:00.000,74,0,74,1.6915038,34206,57.860012,2.8999991,D/c1KsOvpx,PHONE
1635217380000,1635217439999,UTC+0900,2021-10-26 12:03:00,2021-10-26 12:03:59.999,100,0,99,2.0,28070,56.14,3.91,UmWC6N5uHD,WEARABLE
1635217380000,1635217440000,UTC+0900,2021-10-26 12:03:00,2021-10-26 12:04:00.000,33,0,33,1.3451349,18637,25.070002,1.3,D/c1KsOvpx,PHONE
1635217440000,1635217500000,UTC+0900,2021-10-26 12:04:00,2021-10-26 12:05:00.000,92,0,92,1.5488285,46112,71.42002,3.5099983,D/c1KsOvpx,PHONE
1635217440000,1635217499999,UTC+0900,2021-10-26 12:04:00,2021-10-26 12:04:59.999,90,0,91,1.7222222,39965,68.83,3.54,UmWC6N5uHD,WEARABLE
1635217500000,1635217560000,UTC+0900,2021-10-26 12:05:00,2021-10-26 12:06:00.000,97,0,97,1.5172125,49294,74.79001,3.7399993,D/c1KsOvpx,PHONE
