START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1626102720000,1626102779000,UTC+0900,2021-07-13 00:12:00,2021-07-13 00:12:59,9,0,9,0.12022298,,7.213379,0.29693604,POl12gmXOR,WEARABLE
1626113820000,1626113880000,UTC+0900,2021-07-13 03:17:00,2021-07-13 03:18:00,21,0,21,1.3611112,11644.0,15.85,0.7,5tadVpM7W0,PHONE
1626113820000,1626113879000,UTC+0900,2021-07-13 03:17:00,2021-07-13 03:17:59,19,0,19,0.24732259,,14.839355,0.6319275,POl12gmXOR,WEARABLE
1626114180000,1626114239000,UTC+0900,2021-07-13 03:23:00,2021-07-13 03:23:59,10,0,10,0.1361735,,8.17041,0.32894897,POl12gmXOR,WEARABLE
1626114300000,1626114359000,UTC+0900,2021-07-13 03:25:00,2021-07-13 03:25:59,24,0,24,0.31816405,,19.089844,0.7936096,POl12gmXOR,WEARABLE
1626114300000,1626114360000,UTC+0900,2021-07-13 03:25:00,2021-07-13 03:26:00,35,0,35,1.1417887,22990.0,26.25,1.12,5tadVpM7W0,PHONE
1626114360000,1626114420000,UTC+0900,2021-07-13 03:26:00,2021-07-13 03:27:00,10,0,10,1.1053487,6667.0,7.37,0.32999998,5tadVpM7W0,PHONE
1626114480000,1626114540000,UTC+0900,2021-07-13 03:28:00,2021-07-13 03:29:00,21,0,21,1.0568517,14439.0,15.259998,0.6699999,5tadVpM7W0,PHONE
1626114600000,1626114660000,UTC+0900,2021-07-13 03:30:00,2021-07-13 03:31:00,11,0,11,1.1959447,6789.0,8.12,0.35999998,5tadVpM7W0,PHONE
1626114600000,1626114659000,UTC+0900,2021-07-13 03:30:00,2021-07-13 03:30:59,21,0,21,0.2851237,,17.107422,0.6907196,POl12gmXOR,WEARABLE
1626114660000,1626114719000,UTC+0900,2021-07-13 03:31:00,2021-07-13 03:31:59,11,0,11,0.14546712,,8.728027,0.363266,POl12gmXOR,WEARABLE
1626114660000,1626114720000,UTC+0900,2021-07-13 03:31:00,2021-07-13 03:32:00,12,0,12,1.545334,6166.0,9.53,0.38,5tadVpM7W0,PHONE
1626114720000,1626114780000,UTC+0900,2021-07-13 03:32:00,2021-07-13 03:33:00,6,0,6,1.0555556,4291.0,4.53,0.2,5tadVpM7W0,PHONE
1626114900000,1626114960000,UTC+0900,2021-07-13 03:35:00,2021-07-13 03:36:00,6,0,6,0.97222215,4618.0,4.49,0.2,5tadVpM7W0,PHONE
1626114960000,1626115019000,UTC+0900,2021-07-13 03:36:00,2021-07-13 03:36:59,9,0,9,0.11608887,,6.965332,0.3002777,POl12gmXOR,WEARABLE
1626116280000,1626116339000,UTC+0900,2021-07-13 03:58:00,2021-07-13 03:58:59,9,0,9,0.12421061,,7.4526367,0.2925415,POl12gmXOR,WEARABLE
1626116460000,1626116519000,UTC+0900,2021-07-13 04:01:00,2021-07-13 04:01:59,12,0,12,0.15553385,,9.332031,0.3991089,POl12gmXOR,WEARABLE
1626116460000,1626116520000,UTC+0900,2021-07-13 04:01:00,2021-07-13 04:02:00,18,0,11,1.2245897,10868.0,13.31,0.6099999,5tadVpM7W0,PHONE
1626116520000,1626116580000,UTC+0900,2021-07-13 04:02:00,2021-07-13 04:03:00,20,0,20,1.5268577,10348.0,15.799999,0.63999987,5tadVpM7W0,PHONE
1626117240000,1626117299000,UTC+0900,2021-07-13 04:14:00,2021-07-13 04:14:59,6,0,6,0.080639645,,4.838379,0.1974945,POl12gmXOR,WEARABLE
1626117360000,1626117419000,UTC+0900,2021-07-13 04:16:00,2021-07-13 04:16:59,10,0,10,0.13356933,,8.01416,0.3301239,POl12gmXOR,WEARABLE
1626131400000,1626131460000,UTC+0900,2021-07-13 08:10:00,2021-07-13 08:11:00,8,0,8,1.4166666,4418.0,6.26,0.26,5tadVpM7W0,PHONE
1626131460000,1626131519000,UTC+0900,2021-07-13 08:11:00,2021-07-13 08:11:59,26,0,26,0.35082194,,21.049316,0.8516388,POl12gmXOR,WEARABLE
1626131520000,1626131579000,UTC+0900,2021-07-13 08:12:00,2021-07-13 08:12:59,11,0,11,0.14525554,,8.715332,0.3648224,POl12gmXOR,WEARABLE
1626143880000,1626143939000,UTC+0900,2021-07-13 11:38:00,2021-07-13 11:38:59,6,0,6,0.07683106,,4.6098633,0.20132446,POl12gmXOR,WEARABLE
1626143940000,1626143999000,UTC+0900,2021-07-13 11:39:00,2021-07-13 11:39:59,5,0,5,0.06955566,,4.17334,0.16183472,POl12gmXOR,WEARABLE
1626147540000,1626147599000,UTC+0900,2021-07-13 12:39:00,2021-07-13 12:39:59,12,0,12,0.16105957,,9.663574,0.39567566,POl12gmXOR,WEARABLE
1626155040000,1626155099000,UTC+0900,2021-07-13 14:44:00,2021-07-13 14:44:59,16,0,16,0.21525879,,12.915527,0.5275574,POl12gmXOR,WEARABLE
1626155100000,1626155160000,UTC+0900,2021-07-13 14:45:00,2021-07-13 14:46:00,70,0,70,1.1374894,45574.0,51.839996,2.25,5tadVpM7W0,PHONE
1626155100000,1626155159000,UTC+0900,2021-07-13 14:45:00,2021-07-13 14:45:59,19,0,19,0.24258627,,14.555176,0.63731384,POl12gmXOR,WEARABLE
1626155160000,1626155220000,UTC+0900,2021-07-13 14:46:00,2021-07-13 14:47:00,25,0,25,0.9990819,18036.0,18.02,0.84,5tadVpM7W0,PHONE
1626155160000,1626155219000,UTC+0900,2021-07-13 14:46:00,2021-07-13 14:46:59,26,0,26,0.34835613,,20.901367,0.85939026,POl12gmXOR,WEARABLE
1626155220000,1626155280000,UTC+0900,2021-07-13 14:47:00,2021-07-13 14:48:00,6,0,6,1.5277778,3318.0,5.07,0.21,5tadVpM7W0,PHONE
