START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1626190260000,1626190320000,UTC+0900,2021-07-14 00:31:00,2021-07-14 00:32:00.000,7,0,7,1.0075905,5131,5.17,0.34,qGf4DLfOtJ,PHONE
1626190320000,1626190380000,UTC+0900,2021-07-14 00:32:00,2021-07-14 00:33:00.000,21,0,21,1.180466,13477,15.909999,1.0200001,qGf4DLfOtJ,PHONE
1626210060000,1626210120000,UTC+0900,2021-07-14 06:01:00,2021-07-14 06:02:00.000,32,0,32,1.4944692,16775,25.070002,1.5199999,qGf4DLfOtJ,PHONE
1626210120000,1626210180000,UTC+0900,2021-07-14 06:02:00,2021-07-14 06:03:00.000,32,0,32,1.5023971,16979,25.510002,1.47,qGf4DLfOtJ,PHONE
1626213060000,1626213119999,UTC+0900,2021-07-14 06:51:00,2021-07-14 06:51:59.999,21,0,21,1.7777778,9607,17.08,0.97,n498ePN8u6,WEARABLE
1626213120000,1626213180000,UTC+0900,2021-07-14 06:52:00,2021-07-14 06:53:00.000,116,0,18,1.5327083,37835,57.99002,5.679999,qGf4DLfOtJ,PHONE
1626213120000,1626213179999,UTC+0900,2021-07-14 06:52:00,2021-07-14 06:52:59.999,114,0,114,1.5277778,31732,48.48,5.61,n498ePN8u6,WEARABLE
1626213180000,1626213239999,UTC+0900,2021-07-14 06:53:00,2021-07-14 06:53:59.999,113,0,113,1.5555556,47346,73.65,5.32,n498ePN8u6,WEARABLE
1626213180000,1626213240000,UTC+0900,2021-07-14 06:53:00,2021-07-14 06:54:00.000,108,0,80,1.5017251,49543,74.399994,5.3099995,qGf4DLfOtJ,PHONE
1626213240000,1626213300000,UTC+0900,2021-07-14 06:54:00,2021-07-14 06:55:00.000,103,0,103,1.4444444,55855,80.68,5.03,qGf4DLfOtJ,PHONE
1626213240000,1626213299999,UTC+0900,2021-07-14 06:54:00,2021-07-14 06:54:59.999,106,0,106,1.4166666,58524,82.91,4.87,n498ePN8u6,WEARABLE
