START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1647797760000,1647797820000,UTC+0900,2022-03-21 02:36:00,2022-03-21 02:37:00,18,0,18,1.6944444,7872,13.34,0.47,sy9YGcoyFg,WEARABLE
1647814080000,1647814140000,UTC+0900,2022-03-21 07:08:00,2022-03-21 07:09:00,11,0,11,1.3333334,5774,7.7,0.29,sy9YGcoyFg,WEARABLE
1647814140000,1647814200000,UTC+0900,2022-03-21 07:09:00,2022-03-21 07:10:00,12,0,12,1.0277778,7550,7.76,0.35,sy9YGcoyFg,WEARABLE
1647814500000,1647814560000,UTC+0900,2022-03-21 07:15:00,2022-03-21 07:16:00,22,0,22,0.9910959,14600,14.47,0.63,rKUvzlA0Se,PHONE
1647818400000,1647818460000,UTC+0900,2022-03-21 08:20:00,2022-03-21 08:21:00,131,49,40,2.2854881,47215,107.909996,5.98,rKUvzlA0Se,PHONE
1647818400000,1647818460000,UTC+0900,2022-03-21 08:20:00,2022-03-21 08:21:00,106,47,59,2.0596328,39749,81.87,4.1517234,sy9YGcoyFg,WEARABLE
1647818460000,1647818520000,UTC+0900,2022-03-21 08:21:00,2022-03-21 08:22:00,174,151,1,3.2222223,56125,180.85,11.4,rKUvzlA0Se,PHONE
1647818460000,1647818520000,UTC+0900,2022-03-21 08:21:00,2022-03-21 08:22:00,171,162,9,2.5345595,55052,139.53275,8.3963375,sy9YGcoyFg,WEARABLE
1647818520000,1647818580000,UTC+0900,2022-03-21 08:22:00,2022-03-21 08:23:00,169,164,5,2.43044,56532,137.39804,8.425269,sy9YGcoyFg,WEARABLE
1647818520000,1647818580000,UTC+0900,2022-03-21 08:22:00,2022-03-21 08:23:00,165,153,12,2.9722223,57721,171.56,10.03,rKUvzlA0Se,PHONE
1647818580000,1647818640000,UTC+0900,2022-03-21 08:23:00,2022-03-21 08:24:00,135,0,135,1.74353,57653,100.51996,4.0499973,rKUvzlA0Se,PHONE
1647818580000,1647818640000,UTC+0900,2022-03-21 08:23:00,2022-03-21 08:24:00,144,0,144,1.8105272,59661,108.01953,4.3007617,sy9YGcoyFg,WEARABLE
1647818640000,1647818700000,UTC+0900,2022-03-21 08:24:00,2022-03-21 08:25:00,96,4,92,1.7516451,41475,72.65,2.9799986,rKUvzlA0Se,PHONE
1647818640000,1647818700000,UTC+0900,2022-03-21 08:24:00,2022-03-21 08:25:00,97,0,97,1.7777779,40533,72.06,2.91,sy9YGcoyFg,WEARABLE
1647818760000,1647818820000,UTC+0900,2022-03-21 08:26:00,2022-03-21 08:27:00,141,0,141,1.7525,60000,105.15,4.19,rKUvzlA0Se,PHONE
1647818760000,1647818820000,UTC+0900,2022-03-21 08:26:00,2022-03-21 08:27:00,139,0,139,1.7223523,59930,103.221954,4.1508055,sy9YGcoyFg,WEARABLE
1647818820000,1647818880000,UTC+0900,2022-03-21 08:27:00,2022-03-21 08:28:00,114,0,114,1.5555556,53055,82.53,3.41,rKUvzlA0Se,PHONE
1647818820000,1647818880000,UTC+0900,2022-03-21 08:27:00,2022-03-21 08:28:00,110,0,110,1.5862777,50584,80.24094,3.2700927,sy9YGcoyFg,WEARABLE
1647818880000,1647818940000,UTC+0900,2022-03-21 08:28:00,2022-03-21 08:29:00,28,0,28,1.3055556,14828,19.36,0.81,rKUvzlA0Se,PHONE
1647818880000,1647818940000,UTC+0900,2022-03-21 08:28:00,2022-03-21 08:29:00,22,0,22,1.0519475,13944,14.668438,0.6700195,sy9YGcoyFg,WEARABLE
1647818940000,1647819000000,UTC+0900,2022-03-21 08:29:00,2022-03-21 08:30:00,8,0,8,1.3002247,4298,5.589375,0.2000293,sy9YGcoyFg,WEARABLE
1647819000000,1647819060000,UTC+0900,2022-03-21 08:30:00,2022-03-21 08:31:00,2,0,2,1.4166666,995,1.41,0.06,sy9YGcoyFg,WEARABLE
1647819000000,1647819060000,UTC+0900,2022-03-21 08:30:00,2022-03-21 08:31:00,16,0,16,1.1944444,8924,10.66,0.46,rKUvzlA0Se,PHONE
1647819060000,1647819120000,UTC+0900,2022-03-21 08:31:00,2022-03-21 08:32:00,16,0,16,1.0833334,9803,10.62,0.46,sy9YGcoyFg,WEARABLE
1647819060000,1647819120000,UTC+0900,2022-03-21 08:31:00,2022-03-21 08:32:00,19,0,19,1.0277777,12356,12.7,0.56,rKUvzlA0Se,PHONE
1647819720000,1647819780000,UTC+0900,2022-03-21 08:42:00,2022-03-21 08:43:00,20,0,20,1.280486,10769,13.79,0.57,rKUvzlA0Se,PHONE
1647819960000,1647820020000,UTC+0900,2022-03-21 08:46:00,2022-03-21 08:47:00,68,0,68,1.6944444,29691,50.31,2.01,sy9YGcoyFg,WEARABLE
1647819960000,1647820020000,UTC+0900,2022-03-21 08:46:00,2022-03-21 08:47:00,96,0,96,1.6388888,42919,70.34,2.84,rKUvzlA0Se,PHONE
1647820020000,1647820080000,UTC+0900,2022-03-21 08:47:00,2022-03-21 08:48:00,21,0,21,1.3972541,10587,14.79328,0.6402002,sy9YGcoyFg,WEARABLE
1647820140000,1647820200000,UTC+0900,2022-03-21 08:49:00,2022-03-21 08:50:00,61,0,61,1.8055556,25404,45.87,1.81,rKUvzlA0Se,PHONE
1647820140000,1647820200000,UTC+0900,2022-03-21 08:49:00,2022-03-21 08:50:00,51,0,51,1.8333334,20863,38.25,1.46,sy9YGcoyFg,WEARABLE
1647820200000,1647820260000,UTC+0900,2022-03-21 08:50:00,2022-03-21 08:51:00,133,0,133,1.9444445,51629,100.39,3.96,sy9YGcoyFg,WEARABLE
1647820200000,1647820260000,UTC+0900,2022-03-21 08:50:00,2022-03-21 08:51:00,141,106,35,2.5277777,53236,134.57,7.46,rKUvzlA0Se,PHONE
1647820260000,1647820320000,UTC+0900,2022-03-21 08:51:00,2022-03-21 08:52:00,148,40,108,2.0555556,59541,122.39,5.59,rKUvzlA0Se,PHONE
