START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1635088740000,1635088800000,UTC+0900,2021-10-25 00:19:00,2021-10-25 00:20:00,9,0,9,1.2615738,5001,6.31,0.27,QNhNZVkuJv,PHONE
1635089580000,1635089640000,UTC+0900,2021-10-25 00:33:00,2021-10-25 00:34:00,10,0,10,1.3333334,5654,7.54,0.33,LqYnT0Xs6A,WEARABLE
1635091260000,1635091320000,UTC+0900,2021-10-25 01:01:00,2021-10-25 01:02:00,37,13,24,2.580175,12510,32.28035,2.1299317,LqYnT0Xs6A,WEARABLE
1635091680000,1635091740000,UTC+0900,2021-10-25 01:08:00,2021-10-25 01:09:00,10,0,10,1.0555556,6603,6.97,0.42,LqYnT0Xs6A,WEARABLE
1635091800000,1635091860000,UTC+0900,2021-10-25 01:10:00,2021-10-25 01:11:00,15,0,15,0.92814636,11259,10.45,0.58000004,LqYnT0Xs6A,WEARABLE
1635121980000,1635122040000,UTC+0900,2021-10-25 09:33:00,2021-10-25 09:34:00,22,0,22,1.3082435,12390,16.210001,0.79999995,LqYnT0Xs6A,WEARABLE
1635122580000,1635122640000,UTC+0900,2021-10-25 09:43:00,2021-10-25 09:44:00,19,0,19,1.8333334,8481,15.55,0.57,LqYnT0Xs6A,WEARABLE
1635123720000,1635123780000,UTC+0900,2021-10-25 10:02:00,2021-10-25 10:03:00,8,0,8,1.2601088,4451,5.6099997,0.24000001,QNhNZVkuJv,PHONE
1635125160000,1635125220000,UTC+0900,2021-10-25 10:26:00,2021-10-25 10:27:00,21,0,21,1.5555556,10478,16.3,0.72,LqYnT0Xs6A,WEARABLE
1635125400000,1635125460000,UTC+0900,2021-10-25 10:30:00,2021-10-25 10:31:00,10,0,10,1.5,5040,7.56,0.34,LqYnT0Xs6A,WEARABLE
1635125640000,1635125700000,UTC+0900,2021-10-25 10:34:00,2021-10-25 10:35:00,12,0,12,1.1111112,7722,8.58,0.44,LqYnT0Xs6A,WEARABLE
1635125700000,1635125760000,UTC+0900,2021-10-25 10:35:00,2021-10-25 10:36:00,13,0,13,1.2582805,7605,9.569824,0.46002197,LqYnT0Xs6A,WEARABLE
1635126360000,1635126420000,UTC+0900,2021-10-25 10:46:00,2021-10-25 10:47:00,17,0,17,1.3907766,8692,12.089999,0.51,QNhNZVkuJv,PHONE
1635126420000,1635126480000,UTC+0900,2021-10-25 10:47:00,2021-10-25 10:48:00,13,0,13,1.5277778,6466,9.88,0.44,LqYnT0Xs6A,WEARABLE
1635126420000,1635126480000,UTC+0900,2021-10-25 10:47:00,2021-10-25 10:48:00,22,0,22,1.3096671,11835,15.500001,0.65999985,QNhNZVkuJv,PHONE
1635126480000,1635126540000,UTC+0900,2021-10-25 10:48:00,2021-10-25 10:49:00,35,0,35,1.4485366,17355,25.139996,0.9799996,QNhNZVkuJv,PHONE
1635126480000,1635126540000,UTC+0900,2021-10-25 10:48:00,2021-10-25 10:49:00,41,0,41,1.5277778,20886,31.91,1.35,LqYnT0Xs6A,WEARABLE
1635126780000,1635126840000,UTC+0900,2021-10-25 10:53:00,2021-10-25 10:54:00,25,0,25,0.9444444,17258,16.3,0.77,QNhNZVkuJv,PHONE
1635126840000,1635126900000,UTC+0900,2021-10-25 10:54:00,2021-10-25 10:55:00,106,0,106,1.325,60000,79.5,3.56,LqYnT0Xs6A,WEARABLE
1635126840000,1635126900000,UTC+0900,2021-10-25 10:54:00,2021-10-25 10:55:00,108,0,108,1.2513334,60000,75.08,3.24,QNhNZVkuJv,PHONE
1635126900000,1635126960000,UTC+0900,2021-10-25 10:55:00,2021-10-25 10:56:00,110,0,110,1.4441985,58690,84.7601,3.760029,LqYnT0Xs6A,WEARABLE
1635126900000,1635126960000,UTC+0900,2021-10-25 10:55:00,2021-10-25 10:56:00,112,0,112,1.325528,59591,78.99002,3.3599987,QNhNZVkuJv,PHONE
1635126960000,1635127020000,UTC+0900,2021-10-25 10:56:00,2021-10-25 10:57:00,32,0,32,1.3611112,16435,22.37,0.96,QNhNZVkuJv,PHONE
1635127380000,1635127440000,UTC+0900,2021-10-25 11:03:00,2021-10-25 11:04:00,19,0,19,1.1666666,11185,13.05,0.57,QNhNZVkuJv,PHONE
1635127440000,1635127500000,UTC+0900,2021-10-25 11:04:00,2021-10-25 11:05:00,43,0,43,1.4444444,22956,33.16,1.46,LqYnT0Xs6A,WEARABLE
1635127440000,1635127500000,UTC+0900,2021-10-25 11:04:00,2021-10-25 11:05:00,43,0,43,1.2222222,24300,29.7,1.29,QNhNZVkuJv,PHONE
1635127500000,1635127560000,UTC+0900,2021-10-25 11:05:00,2021-10-25 11:06:00,103,0,103,1.2380806,57839,71.61,3.0899987,QNhNZVkuJv,PHONE
