START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1636728900000,1636728960000,UTC+0900,2021-11-12 23:55:00,2021-11-12 23:56:00,7,0,4,1.2222222,4295.0,5.25,0.28,8HySC1T0Wm,PHONE
1636728960000,1636729020000,UTC+0900,2021-11-12 23:56:00,2021-11-12 23:57:00,7,0,10,1.1388888,4504.0,5.13,0.31,8HySC1T0Wm,PHONE
1636729020000,1636729080000,UTC+0900,2021-11-12 23:57:00,2021-11-12 23:58:00,17,0,15,1.25,10192.0,12.74,0.74,8HySC1T0Wm,PHONE
1636729080000,1636729140000,UTC+0900,2021-11-12 23:58:00,2021-11-12 23:59:00,101,0,94,1.2509999,60000.0,75.06,4.04,8HySC1T0Wm,PHONE
1636729140000,1636729200000,UTC+0900,2021-11-12 23:59:00,2021-11-13 00:00:00,95,0,95,1.1944444,59383.0,70.93,3.81,8HySC1T0Wm,PHONE
1636729200000,1636729260000,UTC+0900,2021-11-13 00:00:00,2021-11-13 00:01:00,12,0,12,1.5277778,6146.0,9.39,0.51,8HySC1T0Wm,PHONE
1636729200000,1636729260000,UTC+0900,2021-11-13 00:00:00,2021-11-13 00:01:00,41,0,41,1.4229345,21926.0,31.200155,1.4300121,95MsBv5Cv6,WEARABLE
1636729260000,1636729320000,UTC+0900,2021-11-13 00:01:00,2021-11-13 00:02:00,32,0,32,1.1672825,20312.0,23.710001,1.3399997,8HySC1T0Wm,PHONE
1636729260000,1636729320000,UTC+0900,2021-11-13 00:01:00,2021-11-13 00:02:00,53,0,53,1.2429607,31529.0,39.190002,1.87,95MsBv5Cv6,WEARABLE
1636729320000,1636729380000,UTC+0900,2021-11-13 00:02:00,2021-11-13 00:03:00,98,0,98,1.218833,60000.0,73.12998,4.239999,8HySC1T0Wm,PHONE
1636729320000,1636729380000,UTC+0900,2021-11-13 00:02:00,2021-11-13 00:03:00,98,0,98,1.290273,56887.0,73.39989,3.400004,95MsBv5Cv6,WEARABLE
1636729380000,1636729440000,UTC+0900,2021-11-13 00:03:00,2021-11-13 00:04:00,103,0,103,1.3055556,58986.0,77.01,3.64,95MsBv5Cv6,WEARABLE
1636729380000,1636729440000,UTC+0900,2021-11-13 00:03:00,2021-11-13 00:04:00,104,0,104,1.3224999,60000.0,79.35,4.16,8HySC1T0Wm,PHONE
