START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1646840400000,1646840460000,UTC+0900,2022-03-10 00:40:00,2022-03-10 00:41:00,10,0,10,1.3611112,5561,7.57,0.43,utT4Qw7qdd,WEARABLE
1646841900000,1646841960000,UTC+0900,2022-03-10 01:05:00,2022-03-10 01:06:00,26,0,26,1.5555556,13069,20.33,1.05,utT4Qw7qdd,WEARABLE
1646841960000,1646842020000,UTC+0900,2022-03-10 01:06:00,2022-03-10 01:07:00,14,0,14,1.4722222,7342,10.81,0.61,utT4Qw7qdd,WEARABLE
1646842020000,1646842080000,UTC+0900,2022-03-10 01:07:00,2022-03-10 01:08:00,11,0,11,1.6388887,5332,8.74,0.41,utT4Qw7qdd,WEARABLE
1646874780000,1646874840000,UTC+0900,2022-03-10 10:13:00,2022-03-10 10:14:00,29,0,29,1.1111112,19332,21.48,1.24,utT4Qw7qdd,WEARABLE
1646874780000,1646874840000,UTC+0900,2022-03-10 10:13:00,2022-03-10 10:14:00,50,0,44,1.388844,27598,38.33,2.0200002,Q05NJK89qE,PHONE
1646874840000,1646874900000,UTC+0900,2022-03-10 10:14:00,2022-03-10 10:15:00,123,0,123,1.6288248,60000,97.72949,4.9199533,utT4Qw7qdd,WEARABLE
1646874840000,1646874900000,UTC+0900,2022-03-10 10:14:00,2022-03-10 10:15:00,125,0,131,1.6531667,60000,99.189995,5.0,Q05NJK89qE,PHONE
1646874900000,1646874960000,UTC+0900,2022-03-10 10:15:00,2022-03-10 10:16:00,125,0,125,1.655,60000,99.3,5.0,Q05NJK89qE,PHONE
1646874900000,1646874960000,UTC+0900,2022-03-10 10:15:00,2022-03-10 10:16:00,123,0,123,1.6284999,60000,97.71,4.92,utT4Qw7qdd,WEARABLE
1646874960000,1646875020000,UTC+0900,2022-03-10 10:16:00,2022-03-10 10:17:00,123,0,123,1.623177,60000,97.390625,4.880005,utT4Qw7qdd,WEARABLE
1646874960000,1646875020000,UTC+0900,2022-03-10 10:16:00,2022-03-10 10:17:00,119,0,63,1.5833333,46964,74.35999,4.76,Q05NJK89qE,PHONE
1646875020000,1646875080000,UTC+0900,2022-03-10 10:17:00,2022-03-10 10:18:00,120,0,119,1.5735002,60000,94.41,4.8,Q05NJK89qE,PHONE
1646875020000,1646875080000,UTC+0900,2022-03-10 10:17:00,2022-03-10 10:18:00,120,0,120,1.58,60000,94.8,4.8,utT4Qw7qdd,WEARABLE
1646875080000,1646875140000,UTC+0900,2022-03-10 10:18:00,2022-03-10 10:19:00,123,0,123,1.629,60000,97.74,4.92,utT4Qw7qdd,WEARABLE
1646875080000,1646875140000,UTC+0900,2022-03-10 10:18:00,2022-03-10 10:19:00,125,0,67,1.6111112,48736,78.52,5.0,Q05NJK89qE,PHONE
1646875140000,1646875200000,UTC+0900,2022-03-10 10:19:00,2022-03-10 10:20:00,122,0,122,1.6093334,60000,96.560005,4.879999,Q05NJK89qE,PHONE
1646875140000,1646875200000,UTC+0900,2022-03-10 10:19:00,2022-03-10 10:20:00,121,0,121,1.5963333,60000,95.78,4.84,utT4Qw7qdd,WEARABLE
1646875200000,1646875260000,UTC+0900,2022-03-10 10:20:00,2022-03-10 10:21:00,106,0,106,1.527711,54316,82.98039,7.8499727,utT4Qw7qdd,WEARABLE
1646875200000,1646875260000,UTC+0900,2022-03-10 10:20:00,2022-03-10 10:21:00,104,0,52,1.5107819,41819,63.179985,8.11,Q05NJK89qE,PHONE
1646875260000,1646875320000,UTC+0900,2022-03-10 10:21:00,2022-03-10 10:22:00,62,0,18,1.3888888,22010,30.57,6.15,Q05NJK89qE,PHONE
1646875260000,1646875320000,UTC+0900,2022-03-10 10:21:00,2022-03-10 10:22:00,67,0,67,1.398845,36808,51.489998,6.3599997,utT4Qw7qdd,WEARABLE
1646880600000,1646880660000,UTC+0900,2022-03-10 11:50:00,2022-03-10 11:51:00,43,0,40,1.3888888,23443,32.56,1.77,Q05NJK89qE,PHONE
1646880600000,1646880660000,UTC+0900,2022-03-10 11:50:00,2022-03-10 11:51:00,14,0,14,1.1408267,8844,10.089844,0.57995605,utT4Qw7qdd,WEARABLE
1646880660000,1646880720000,UTC+0900,2022-03-10 11:51:00,2022-03-10 11:52:00,122,1,65,1.9760753,44988,88.899994,5.4199996,Q05NJK89qE,PHONE
1646880660000,1646880720000,UTC+0900,2022-03-10 11:51:00,2022-03-10 11:52:00,104,0,104,2.0053127,42487,85.2002,4.129944,utT4Qw7qdd,WEARABLE
1646880720000,1646880780000,UTC+0900,2022-03-10 11:52:00,2022-03-10 11:53:00,126,0,126,1.6813143,60000,100.87886,5.039932,utT4Qw7qdd,WEARABLE
1646880720000,1646880780000,UTC+0900,2022-03-10 11:52:00,2022-03-10 11:53:00,125,0,125,1.6713333,60000,100.28,4.9999995,Q05NJK89qE,PHONE
1646880780000,1646880840000,UTC+0900,2022-03-10 11:53:00,2022-03-10 11:54:00,113,0,65,1.5887419,47175,74.95001,6.469999,Q05NJK89qE,PHONE
1646880780000,1646880840000,UTC+0900,2022-03-10 11:53:00,2022-03-10 11:54:00,107,0,107,1.5833334,53551,84.79,7.08,utT4Qw7qdd,WEARABLE
1646880840000,1646880900000,UTC+0900,2022-03-10 11:54:00,2022-03-10 11:55:00,126,0,101,1.6388888,56806,93.1,5.95,Q05NJK89qE,PHONE
1646880840000,1646880900000,UTC+0900,2022-03-10 11:54:00,2022-03-10 11:55:00,124,0,124,1.6521666,60000,99.13,5.66,utT4Qw7qdd,WEARABLE
1646880900000,1646880960000,UTC+0900,2022-03-10 11:55:00,2022-03-10 11:56:00,125,0,125,1.6565,60000,99.39,6.59,utT4Qw7qdd,WEARABLE
1646880900000,1646880960000,UTC+0900,2022-03-10 11:55:00,2022-03-10 11:56:00,123,0,87,1.6106983,51865,83.54,6.7199993,Q05NJK89qE,PHONE
1646880960000,1646881020000,UTC+0900,2022-03-10 11:56:00,2022-03-10 11:57:00,110,0,110,1.5277778,56323,86.05,5.95,utT4Qw7qdd,WEARABLE
1646880960000,1646881020000,UTC+0900,2022-03-10 11:56:00,2022-03-10 11:57:00,109,0,66,1.4751352,49473,72.979996,6.26,Q05NJK89qE,PHONE
1646881020000,1646881080000,UTC+0900,2022-03-10 11:57:00,2022-03-10 11:58:00,53,0,41,1.3333334,26819,35.76,4.02,Q05NJK89qE,PHONE
